"domaine_professionnel","grand_domaine","rome","type_structure","id_structure","nombre_de_fiches_de_poste_en_tension","id","id_asp","structure_id_siae","adresse_ligne_1","adresse_ligne_2","ville","code_commune","code_postal","longitude","latitude","département","région"
N41- Personnel de conduite du transport routier,N- Transport et Logistique,N4103-Conducteur / Conductrice de bus,ETTI,9929,1,9929,5478,5478,Chemin des Travails,ZAC DES TUILIERES - BAT.TUILIERE 1 -,CAGNES SUR MER,"06027","06800",7.136142,43.668487,"06",Provence-Alpes-Côte d'Azur
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,AI,10364,1,10364,1934,1934,"34 Rue Paul Ligneul",siège,LE MANS,"72181","72000",0.191126,47.997379,"72",Pays de la Loire
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1608-Carreleur / Carreleuse,ETTI,11954,1,11954,6943,6943,"4 RUE DE SAINT HELENS","",CHALON SUR SAONE,"71076","71100",4.863068,46.796537,"71",Bourgogne-Franche-Comté
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,ETTI,6629,3,6629,4159,4159,"64 Avenue General Henri Nogues","",TOULON,"83137","83000",5.920978,43.128011,"83",Provence-Alpes-Côte d'Azur
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1603-Plombier / Plombière,ETTI,2033,3,2033,2063,2063,"6 Avenue de la Libération","",UZES,"30334","30700",4.417036,44.011723,"30",Occitanie
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,AI,8216,1,8216,2873,2873,"10E Boulevard Suzanne Clément","",FECAMP,"76259","76400",0.396612,49.753262,"76",Normandie
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1606-Peintre en bâtiment,ETTI,9245,1,9245,4043,4043,"10 rue Charles Claude Lamy","",MORTAGNE AU PERCHE,"61293","61400",0.55307,48.520751,"61",Normandie
H22- Bois,H- Industrie,H2203-Machiniste en fabrications de panneaux de bois,ETTI,3284,1,3284,3358,3358,"2 Rue du Cygne","",DESVRES,"62268","62240",1.835443,50.668391,"62",Hauts-de-France
H22- Bois,H- Industrie,H2206-Menuisier / Menuisière,ETTI,11191,1,11191,6360,6360,"8 Avenue Raoul Vadepied","",EVRON,"53097","53600",-0.414745,48.143774,"53",Pays de la Loire
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,AI,8129,7,8129,789,789,"26 Rue de la Libération",BP 338,LES ANDELYS,"27016","27700",1.416566,49.246154,"27",Normandie
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1703-Maçon / Maçonne,ETTI,3857,1,3857,4609,4609,"20 rue Castellion","",OYONNAX,"01283","01100",5.650982,46.25262499999998,"01",Auvergne-Rhône-Alpes
M16- Secrétariat et assistance,M- Support à l'entreprise,M1607-Secrétaire,ETTI,1647,1,1647,1653,1653,Rue des Moulins Bleus,"",L ETOILE,"80296","80830",2.041586,50.015976,"80",Hauts-de-France
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1306-Auxiliaire de Vie Sociale (AVS),AI,7918,1,7918,1957,1957,"13 ZA Antoigné","",STE JAMME SUR SARTHE,"72338","72380",0.156782,48.151359,"72",Pays de la Loire
H22- Bois,H- Industrie,H2206-Menuisier / Menuisière,AI,6879,1,6879,809,809,"11 Avenue Rondereau","",MARMANDE,"47157","47200",0.162796,44.505371,"47",Nouvelle-Aquitaine
I12- Entretien technique,I- Installation et Maintenance,I1203-Agent / Agente d'entretien du bâtiment,AI,7825,1,7825,646,646,"9 Place de la Mairie",BAZOUGES,CHATEAU GONTIER SUR MAYENNE,"53062","53200",-0.71751,47.833811,"53",Pays de la Loire
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1603-Plombier / Plombière,ETTI,3828,2,3828,3358,3358,"2 Rue du Cygne","",DESVRES,"62268","62240",1.835443,50.668391,"62",Hauts-de-France
K22- Nettoyage et propreté industriels,K- Services à la personne et à la collectivité,K2204-Agent / Agente de nettoyage industriel,ETTI,2726,1,2726,2786,2786,"9 Rue Ronsard","Centre d'Affaires ""le Sarcus""",NOGENT SUR OISE,"60463","60180",2.465744,49.271025,"60",Hauts-de-France
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1103-Préparateur / Préparatrice de commandes,ETTI,11036,1,11036,6662,6662,"45 bis rue du Bignon","",LES HERBIERS,"85109","85500",-1.026845,46.870715,"85",Pays de la Loire
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,AI,8491,1,8491,381,381,"13 Rue du Moulin à Tan","",LISIEUX,"14366","14100",0.22357,49.144436,"14",Normandie
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2304-Agent / Agente de tri des déchets,ETTI,10916,1,10916,6161,6161,"4 Place de la Résistance","",CAEN,"14118","14000",-0.356253,49.180488,"14",Normandie
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2301-Agent / Agente d'assainissement,ETTI,2108,1,2108,2139,2139,"67 Avenue Leon Gambetta","",MONTAUBAN,"82121","82000",1.360655,44.021156,"82",Occitanie
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1608-Carreleur / Carreleuse,AI,9354,1,9354,1948,1948,"18 C rue Sadi Carnot","",ST DENIS,"97407","97420",55.29327,-20.93715,"974",La Réunion
"H29- Mécanique, travail des métaux et outillage",H- Industrie,H2913-Soudeur / Soudeuse,ETTI,12096,1,12096,7125,7125,"22 Rue de la PLAGE",QUARTIER PORT FREJUS,FREJUS,"83061","83370",6.728975,43.391737,"83",Provence-Alpes-Côte d'Azur
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2303-Ripeur / Ripeuse,ACI,8085,1,8085,200,200,"301 Rue du Mesnil","",GRANVILLE,"50218","50400",-1.567146,48.840701,"50",Normandie
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,4354,1,4354,1787,1787,"13 Rue du Four","",ATTON,"54431","54700",6.055707,48.900424,"54",Grand Est
I12- Entretien technique,I- Installation et Maintenance,I1203-Agent / Agente d'entretien du bâtiment,ACI,7093,1,7093,3003,3003,"38 Place de la Mairie","",ST SAUVANT,"86244","86600",0.055672,46.359432,"86",Nouvelle-Aquitaine
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,AI,9286,1,9286,504,504,"6, RUE LOUIS PASTEUR","",RETIERS,"35333","35240",-1.3796029999999995,47.91250499999997,"35",Bretagne
H22- Bois,H- Industrie,H2209-Dessinateur / Dessinatrice de structures en bois,EI,5150,1,5150,1021,1021,"38 Rue du Docteur Georges Camuset","",LONS LE SAUNIER,"39300","39000",5.576272,46.683311,"39",Bourgogne-Franche-Comté
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1613-Étancheur / Étancheuse,ETTI,2897,1,2897,2963,2963,"55 Avenue Galline","",VILLEURBANNE,"69266","69100",4.868324,45.776403,"69",Auvergne-Rhône-Alpes
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,ETTI,6111,2,6111,5119,5119,"289 avenue Maréchal Foch","",ORANGE,"84135","84100",4.804425,44.149879,"84",Provence-Alpes-Côte d'Azur
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,AI,70,2,70,515,515,"1 Place de l'Ancien Tribunal","",BENFELD,"67028","67230",7.596717,48.370673,"67",Grand Est
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,AI,8052,1,8052,659,659,"7 Bis rue des Sorbiers",SOS COUP DE MAIN,ARCONNAY,"72006","72610",0.086214,48.396697,"72",Pays de la Loire
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,7580,1,7580,3605,3605,"12 Rue Saint Thiebaut","",THANN,"68334","68800",7.101674,47.811693999999996,"68",Grand Est
"H29- Mécanique, travail des métaux et outillage",H- Industrie,H2903-Tourneur-fraiseur / Tourneuse-fraiseuse,ETTI,9993,1,9993,5630,5630,"876 Chemin de la Farlède","",LA SEYNE SUR MER,"83126","83500",5.849835,43.116507,"83",Provence-Alpes-Côte d'Azur
"I16- Véhicules, engins, aéronefs",I- Installation et Maintenance,I1604-Mécanicien / Mécanicienne automobile,EI,2582,2,2582,2635,2635,Parc de la motte du bois,Rue G. Gheysens,HARNES,"62413","62440",2.93279,50.465548,"62",Hauts-de-France
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1202-Agent / Agente d'entretien des espaces naturels,ACI,5428,1,5428,1201,1201,"2 Rue de Clastres","",ST PAUL TROIS CHATEAUX,"26324","26130",4.760672999999996,44.346956,"26",Auvergne-Rhône-Alpes
D14- Force de vente,"D- Commerce, Vente et Grande distribution",D1401-Assistant commercial / Assistante commerciale,ACI,11653,1,11653,6744,6744,"3 Rue Orbassan Thaly","",ST JOSEPH,"97224","97212",-61.038441,14.67131,"972",Martinique
"H29- Mécanique, travail des métaux et outillage",H- Industrie,H2902-Chaudronnier / Chaudronnière,ETTI,2044,1,2044,2073,2073,"51 ROUTE DE TORIGNI",Caumont-l'Eventé,CAUMONT SUR AURE,"14143","14240",-0.817064,49.087752,"14",Normandie
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,EI,7261,1,7261,2763,2763,"18 avenue Colonel TEYSSIER","",ALBI,"81004","81000",2.151298,43.92474,"81",Occitanie
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2304-Agent / Agente de tri des déchets,ACI,7135,1,7135,3540,3540,"135 Avenue Georges Pompidou","",BRIVE LA GAILLARDE,"19031","19100",1.553947,45.15799,"19",Nouvelle-Aquitaine
I12- Entretien technique,I- Installation et Maintenance,I1203-Agent / Agente d'entretien du bâtiment,AI,7331,1,7331,1201,1201,"2 Rue de Clastres","",ST PAUL TROIS CHATEAUX,"26324","26130",4.760673,44.346956,"26",Auvergne-Rhône-Alpes
G16- Production culinaire,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1605-Plongeur officier / Plongeuse officière de cuisine,AI,57,1,57,535,535,"18 rue du Maréchal Joffre","",HAGUENAU,"67180","67500",7.785399,48.817597,"67",Grand Est
I12- Entretien technique,I- Installation et Maintenance,I1203-Agent / Agente d'entretien du bâtiment,AI,9483,1,9483,542,542,"157 bis Rue Denfer Rochereau","",LA ROCHELLE,"17300","17000",-1.202967,46.164084,"17",Nouvelle-Aquitaine
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1602-Électricien / Électricienne du bâtiment,ETTI,3555,10,3555,4159,4159,"64 Avenue General Henri Nogues","",TOULON,"83137","83000",5.920978,43.128011,"83",Provence-Alpes-Côte d'Azur
G16- Production culinaire,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1601-Chef / Cheffe de cuisine,ETTI,11812,1,11812,6452,6452,"86 Rue des Eucalyptus",LE RAIZET,LES ABYMES,"97101","97139",-61.529173,16.256298,"971",Guadeloupe
H33- Préparation et conditionnement,H- Industrie,H3301-Conducteur / Conductrice de ligne de conditionnement,ETTI,11217,2,11217,6617,6617,"13 rue des Grands Champs","",ANCENIS ST GEREON,"44003","44150",-1.17944,47.372001,"44",Pays de la Loire
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2303-Ripeur / Ripeuse,ETTI,12276,1,12276,6612,6612,"16 rue des Vauzelles",MAISON DE LA FORMATION,ANCENIS ST GEREON,"44036","44110",,,"44",Pays de la Loire
"I13- Equipements de production, équipements collectifs",I- Installation et Maintenance,I1309-Électricien / Électricienne de maintenance,ETTI,12304,1,12304,3393,3393,Rue Thomas Guidiglo,"",KOUROU,"97304","97310",-52.647001,5.156465,"973",Guyane
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1101-Cariste,ETTI,11199,1,11199,6636,6636,"51 Route de montfavet angle 2 chemin des frères","",AVIGNON,"84007","84000",4.829965,43.940937,"84",Provence-Alpes-Côte d'Azur
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,ACI,12122,1,12122,7082,7082,"1 Rue Sainte-anne",Hôtel communautaire BP 19,ECOMMOY,"72124","72220",0.274247,47.829124,"72",Pays de la Loire
I12- Entretien technique,I- Installation et Maintenance,I1203-Agent / Agente d'entretien du bâtiment,ACI,7687,1,7687,3761,3761,RUE RUE DU GRAND CADI,PLACE DE L'HOTEL DE VILLE BP 107,SADA,"97616","97640",45.100734,-12.850523,"976",Mayotte
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1614-Poseur / Poseuse en fermetures de bâtiment,AI,5379,1,5379,723,723,"1 Boulevard Gambetta",BP 8,LURCY LEVIS,"03155","03320",2.940244,46.733502,"03",Auvergne-Rhône-Alpes
"I13- Equipements de production, équipements collectifs",I- Installation et Maintenance,I1309-Électricien / Électricienne de maintenance,ETTI,8313,1,8313,2430,2430,"56 Boulevard Michelet","",MARSEILLE 08,"13055","13008",5.392645,43.269005,"13",Provence-Alpes-Côte d'Azur
"K12- Action sociale, socio-éducative et socio-culturelle",K- Services à la personne et à la collectivité,K1203-Éducateur technique spécialisé / Éducatrice technique spécialisée,ACI,7739,1,7739,4693,4693,Avenue de Dillon,"6 LOT LES FLAMBOYANTS",FORT DE FRANCE,"97209","97200",-61.045922,14.607645,"972",Martinique
H22- Bois,H- Industrie,H2202-Conducteur / Conductrice de machines à bois,ETTI,1607,1,1607,1607,1607,"20 AVENUE COLONEL TEYSSIER","",ALBI,"81004","81000",2.151403,43.924699,"81",Occitanie
M16- Secrétariat et assistance,M- Support à l'entreprise,M1607-Secrétaire,ETTI,10016,1,10016,6053,6053,"1242 Rue Henri Becquerel",ZI de Jarry,BAIE MAHAULT,"97103","97122",-61.565026,16.242094,"971",Guadeloupe
A11- Engins agricoles et forestiers,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1101-Conducteur / Conductrice d'engins agricoles,ETTI,11285,1,11285,6790,6790,"18 rue lazare carnot","",SEGRE EN ANJOU BLEU,"49331","49500",-0.8703960000000001,47.68368199999998,"49",Pays de la Loire
"I16- Véhicules, engins, aéronefs",I- Installation et Maintenance,I1604-Mécanicien / Mécanicienne automobile,AI,7741,1,7741,4739,4739,"18 b Rue Milius",Résidence Hermès,ST DENIS,"97411","97400",55.447996,-20.886776,"974",La Réunion
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1105-Manutentionnaire,ETTI,11216,1,11216,6618,6618,"38 rue des forges","",VALLET,"44212","44330",-1.267814,47.160829,"44",Pays de la Loire
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2303-Ripeur / Ripeuse,AI,6852,1,6852,614,614,"21 Avenue de Ouagadougou","",LOUDUN,"86137","86200",0.088954,47.019179,"86",Nouvelle-Aquitaine
"I16- Véhicules, engins, aéronefs",I- Installation et Maintenance,I1603-Mécanicien-réparateur / Mécanicienne-réparatrice en matériels agricoles,ETTI,11191,2,11191,6360,6360,"8 Avenue Raoul Vadepied","",EVRON,"53097","53600",-0.414745,48.143774,"53",Pays de la Loire
"H29- Mécanique, travail des métaux et outillage",H- Industrie,H2902-Chaudronnier / Chaudronnière,ETTI,10212,5,10212,6614,6614,"59 Rue Pitre Grenapin",Pôle Actiouest,ST NAZAIRE,"44184","44600",-2.2576949999999996,47.26357600000001,"44",Pays de la Loire
N41- Personnel de conduite du transport routier,N- Transport et Logistique,N4101-Conducteur / Conductrice de poids lourd,AI,6971,1,6971,1581,1581,Espace Couleurs 42 place de la Libération,"",VOUNEUIL SUR VIENNE,"86298","86210",0.538785,46.718682,"86",Nouvelle-Aquitaine
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1103-Préparateur / Préparatrice de commandes,ETTI,9310,1,9310,5359,5359,Port TOGA bat A,"",BASTIA,"2B353","20200",9.45539,42.708231,"2B",Corse
M16- Secrétariat et assistance,M- Support à l'entreprise,M1607-Secrétaire,ACI,8503,1,8503,3651,3651,"2 bis rue de l'Abattoir","",JOEUF,"54280","54240",6.002319,49.232019,"54",Grand Est
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1701-Coffreur / Coffreuse,ETTI,3059,1,3059,3781,3781,"6 rue Saint Vincent de Paul","",ANGOULEME,"16015","16000",0.119406,45.64835999999999,"16",Nouvelle-Aquitaine
D15- Grande distribution,"D- Commerce, Vente et Grande distribution",D1507-Employé / Employée de libre-service,ETTI,11213,1,11213,6619,6619,"19 Rue Marcel Brunelière","",MACHECOUL ST MEME,"44087","44270",-1.812808,46.986364,"44",Pays de la Loire
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,ETTI,11954,4,11954,6943,6943,"4 RUE DE SAINT HELENS","",CHALON SUR SAONE,"71076","71100",4.863068,46.796537,"71",Bourgogne-Franche-Comté
H22- Bois,H- Industrie,H2201-Assembleur / Assembleuse d'ouvrages en bois,ACI,6758,1,6758,4139,4139,"19 Le Val","",MONTLIVAULT,"41148","41350",1.440382,47.646255,"41",Centre-Val de Loire
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2304-Agent / Agente de tri des déchets,EI,6122,1,6122,2322,2322,"13 Rue Edouard Branly","",POITIERS,"86194","86000",0.390165,46.590039,"86",Nouvelle-Aquitaine
I14- Equipements domestiques et informatique,I- Installation et Maintenance,I1402-Technicien / Technicienne SAV,EI,10406,1,10406,5984,5984,"10 rue André Malraux","",ST PAUL TROIS CHATEAUX,"26198","26200",4.74126,44.570056,"26",Auvergne-Rhône-Alpes
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1619-Couvreur / Couvreuse,ETTI,1966,1,1966,1991,1991,"9B Avenue du Général de Gaulle",BP 73,AUBIGNY SUR NERE,"18227","18700",2.437886,47.481863,"18",Centre-Val de Loire
F13- Engins de chantier,"F- Construction, Bâtiment et Travaux publics",F1302-Conducteur / Conductrice d'engins de chantier,ETTI,3832,1,3832,1671,1671,"232 RUE ROGER SALENGRO","",BRUAY LA BUISSIERE,"62178","62700",2.543672,50.473015,"62",Hauts-de-France
A14- Production,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1414-Horticulteur / Horticultrice,ACI,7694,1,7694,3884,3884,Route de Saint Charles,Association Saint Jean Bosco,GOURBEYRE,"97109","97113",-61.705073,15.991417,"971",Guadeloupe
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1703-Maçon / Maçonne,ACI,7747,1,7747,4819,4819,"229  - Route de Balata  - 7 kms","",FORT DE FRANCE,"97209","97234",-61.079741,14.649469,"972",Martinique
G16- Production culinaire,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1607-Employé / Employée de restauration collective,AI,8152,1,8152,1156,1156,"10 rue Charles Claude Lamy","",MORTAGNE AU PERCHE,"61293","61400",0.55307,48.520751,"61",Normandie
B18- Tissu et cuirs,B- Arts et Façonnage d'ouvrages d'art,B1803-Couturier / Couturière,ACI,4305,1,4305,1051,1051,"6 Place de la Libération","",VERDUN,"55545","55100",5.383343,49.161237,"55",Grand Est
